Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,10-20%,0.027
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,20-30%,0.037
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,30-40%,0.049
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,40-50%,0.066
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,50-60%,0.084
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,60-70%,0.109
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,70-80%,0.135
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,80-90%,0.173
2001,Equivalized Disposable Personal Income,Compensation of employees,23.0,90-100%,0.309
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.011
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.028
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.038
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.051
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.069
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.089
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.115
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.142
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.182
2001,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.275
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-10%,0.020
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-20%,0.058
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,10-20%,0.038
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-30%,0.048
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-40%,0.105
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,30-40%,0.058
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-50%,0.069
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-60%,0.150
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,50-60%,0.081
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-70%,0.096
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-80%,0.210
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,70-80%,0.114
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-100%,0.476
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-90%,0.145
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,90-100%,0.331
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Bottom 5%,0.006
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 50/10 Ratio,2.19
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 80/20 Ratio,2.83
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/10 Ratio,5.02
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/50 Ratio,2.30
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized Gini,0.413
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean ($2017),94214.18
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean (Nominal),70945.16
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median ($2017),68618.55
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median (Nominal),51671.14
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 1%,0.122
2001,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 5%,0.237
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,0-10%,0.074
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,10-20%,0.118
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,20-30%,0.131
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,30-40%,0.133
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,40-50%,0.121
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,50-60%,0.107
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,60-70%,0.091
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,70-80%,0.078
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,80-90%,0.077
2001,Equivalized Disposable Personal Income,Government social benefits,30.0,90-100%,0.071
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,0-10%,0.076
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,10-20%,0.114
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,20-30%,0.125
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,30-40%,0.128
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,40-50%,0.117
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,50-60%,0.105
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,60-70%,0.092
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,70-80%,0.080
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,80-90%,0.081
2001,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,90-100%,0.082
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.018
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.042
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.063
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.076
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.092
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.112
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.146
2001,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.366
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.161
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.077
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.059
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.071
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.066
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.080
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.109
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.112
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.126
2001,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.142
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,0-10%,0.004
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,10-20%,0.006
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,20-30%,0.010
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,30-40%,0.017
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,40-50%,0.026
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,50-60%,0.040
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,60-70%,0.054
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,70-80%,0.078
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,80-90%,0.120
2001,Equivalized Disposable Personal Income,Household dividend income,28.0,90-100%,0.645
2001,Equivalized Disposable Personal Income,Household income,22.0,0-10%,0.018
2001,Equivalized Disposable Personal Income,Household income,22.0,10-20%,0.034
2001,Equivalized Disposable Personal Income,Household income,22.0,20-30%,0.042
2001,Equivalized Disposable Personal Income,Household income,22.0,30-40%,0.052
2001,Equivalized Disposable Personal Income,Household income,22.0,40-50%,0.063
2001,Equivalized Disposable Personal Income,Household income,22.0,50-60%,0.076
2001,Equivalized Disposable Personal Income,Household income,22.0,60-70%,0.092
2001,Equivalized Disposable Personal Income,Household income,22.0,70-80%,0.111
2001,Equivalized Disposable Personal Income,Household income,22.0,80-90%,0.146
2001,Equivalized Disposable Personal Income,Household income,22.0,90-100%,0.365
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,0-10%,0.008
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,10-20%,0.011
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,20-30%,0.015
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,30-40%,0.024
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,40-50%,0.036
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,50-60%,0.051
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,60-70%,0.065
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,70-80%,0.089
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,80-90%,0.133
2001,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,90-100%,0.568
2001,Equivalized Disposable Personal Income,Household interest income,27.0,0-10%,0.010
2001,Equivalized Disposable Personal Income,Household interest income,27.0,10-20%,0.013
2001,Equivalized Disposable Personal Income,Household interest income,27.0,20-30%,0.017
2001,Equivalized Disposable Personal Income,Household interest income,27.0,30-40%,0.026
2001,Equivalized Disposable Personal Income,Household interest income,27.0,40-50%,0.040
2001,Equivalized Disposable Personal Income,Household interest income,27.0,50-60%,0.055
2001,Equivalized Disposable Personal Income,Household interest income,27.0,60-70%,0.069
2001,Equivalized Disposable Personal Income,Household interest income,27.0,70-80%,0.092
2001,Equivalized Disposable Personal Income,Household interest income,27.0,80-90%,0.137
2001,Equivalized Disposable Personal Income,Household interest income,27.0,90-100%,0.541
2001,Equivalized Disposable Personal Income,Personal income,1.0,0-10%,0.017
2001,Equivalized Disposable Personal Income,Personal income,1.0,0-20%,0.051
2001,Equivalized Disposable Personal Income,Personal income,1.0,10-20%,0.034
